Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
SRR27013325_1	(30, 2978.0)	(40, 7467.0)	(50, 8642.0)	(60, 9035.0)	(70, 9352.0)	(80, 9586.0)	(90, 10183.0)	(100, 10442.0)	(110, 11163.0)	(120, 11789.0)	(130, 12801.0)	(140, 13925.0)	(150, 15681.0)	(160, 16768.0)	(170, 18498.0)	(180, 20094.0)	(190, 21697.0)	(200, 23175.0)	(210, 24498.0)	(220, 25420.0)	(230, 25597.0)	(240, 25835.0)	(250, 25519.0)	(260, 24972.0)	(270, 24324.0)	(280, 22976.0)	(290, 41362.0)	(300, 272544.0)
SRR27013325_2	(30, 2982.0)	(40, 7511.0)	(50, 8681.0)	(60, 9092.0)	(70, 9431.0)	(80, 9642.0)	(90, 10261.0)	(100, 10505.0)	(110, 11218.0)	(120, 11854.0)	(130, 12864.0)	(140, 13984.0)	(150, 15763.0)	(160, 16830.0)	(170, 18622.0)	(180, 20175.0)	(190, 21783.0)	(200, 23204.0)	(210, 24534.0)	(220, 25461.0)	(230, 25606.0)	(240, 25821.0)	(250, 25476.0)	(260, 24804.0)	(270, 23987.0)	(280, 22514.0)	(290, 33659.0)	(300, 280059.0)
SRR27013326_1	(30, 2544.0)	(40, 7114.0)	(50, 8231.0)	(60, 8972.0)	(70, 9267.0)	(80, 9456.0)	(90, 9967.0)	(100, 10376.0)	(110, 10773.0)	(120, 11183.0)	(130, 11765.0)	(140, 12710.0)	(150, 13557.0)	(160, 14871.0)	(170, 15882.0)	(180, 16656.0)	(190, 18468.0)	(200, 19619.0)	(210, 20507.0)	(220, 21375.0)	(230, 21767.0)	(240, 22231.0)	(250, 22331.0)	(260, 21705.0)	(270, 21189.0)	(280, 20420.0)	(290, 37172.0)	(300, 247531.0)
SRR27013326_2	(30, 2561.0)	(40, 7147.0)	(50, 8299.0)	(60, 9046.0)	(70, 9344.0)	(80, 9573.0)	(90, 10057.0)	(100, 10477.0)	(110, 10873.0)	(120, 11261.0)	(130, 11833.0)	(140, 12797.0)	(150, 13672.0)	(160, 14985.0)	(170, 15973.0)	(180, 16819.0)	(190, 18612.0)	(200, 19754.0)	(210, 20682.0)	(220, 21534.0)	(230, 21984.0)	(240, 22452.0)	(250, 22569.0)	(260, 21787.0)	(270, 21250.0)	(280, 20300.0)	(290, 30332.0)	(300, 251666.0)
SRR27013327_1	(30, 1817.0)	(40, 4986.0)	(50, 5617.0)	(60, 6118.0)	(70, 6350.0)	(80, 6560.0)	(90, 6799.0)	(100, 7028.0)	(110, 7434.0)	(120, 7850.0)	(130, 8526.0)	(140, 9164.0)	(150, 9810.0)	(160, 11119.0)	(170, 12129.0)	(180, 13110.0)	(190, 14590.0)	(200, 15916.0)	(210, 17092.0)	(220, 18128.0)	(230, 19193.0)	(240, 20013.0)	(250, 20241.0)	(260, 20584.0)	(270, 20094.0)	(280, 19943.0)	(290, 40279.0)	(300, 290470.0)
SRR27013327_2	(30, 1821.0)	(40, 5015.0)	(50, 5628.0)	(60, 6144.0)	(70, 6371.0)	(80, 6580.0)	(90, 6826.0)	(100, 7043.0)	(110, 7454.0)	(120, 7879.0)	(130, 8553.0)	(140, 9175.0)	(150, 9812.0)	(160, 11083.0)	(170, 12103.0)	(180, 13083.0)	(190, 14488.0)	(200, 15818.0)	(210, 16925.0)	(220, 17948.0)	(230, 18926.0)	(240, 19571.0)	(250, 19857.0)	(260, 19871.0)	(270, 19190.0)	(280, 18820.0)	(290, 31476.0)	(300, 303500.0)
SRR27013328_1	(30, 2667.0)	(40, 6978.0)	(50, 7702.0)	(60, 7820.0)	(70, 7926.0)	(80, 7984.0)	(90, 8085.0)	(100, 8407.0)	(110, 8781.0)	(120, 9132.0)	(130, 9442.0)	(140, 10224.0)	(150, 11035.0)	(160, 11952.0)	(170, 13222.0)	(180, 14482.0)	(190, 15873.0)	(200, 17370.0)	(210, 18766.0)	(220, 19728.0)	(230, 20624.0)	(240, 21275.0)	(250, 21530.0)	(260, 21128.0)	(270, 20787.0)	(280, 20042.0)	(290, 36443.0)	(300, 244974.0)
SRR27013328_2	(30, 2680.0)	(40, 7009.0)	(50, 7733.0)	(60, 7847.0)	(70, 7949.0)	(80, 8029.0)	(90, 8133.0)	(100, 8454.0)	(110, 8797.0)	(120, 9145.0)	(130, 9474.0)	(140, 10225.0)	(150, 11039.0)	(160, 11967.0)	(170, 13235.0)	(180, 14466.0)	(190, 15818.0)	(200, 17306.0)	(210, 18682.0)	(220, 19619.0)	(230, 20424.0)	(240, 21002.0)	(250, 21183.0)	(260, 20663.0)	(270, 20012.0)	(280, 19190.0)	(290, 29289.0)	(300, 255009.0)
SRR27013329_1	(30, 3753.0)	(40, 10091.0)	(50, 11571.0)	(60, 11820.0)	(70, 12251.0)	(80, 12353.0)	(90, 12402.0)	(100, 12702.0)	(110, 12944.0)	(120, 13362.0)	(130, 13898.0)	(140, 14814.0)	(150, 15742.0)	(160, 16957.0)	(170, 18123.0)	(180, 19337.0)	(190, 20555.0)	(200, 22223.0)	(210, 23328.0)	(220, 24473.0)	(230, 25280.0)	(240, 25936.0)	(250, 26308.0)	(260, 26134.0)	(270, 25886.0)	(280, 25095.0)	(290, 46427.0)	(300, 305425.0)
SRR27013329_2	(30, 3766.0)	(40, 10121.0)	(50, 11618.0)	(60, 11868.0)	(70, 12315.0)	(80, 12436.0)	(90, 12493.0)	(100, 12803.0)	(110, 13070.0)	(120, 13534.0)	(130, 14108.0)	(140, 15049.0)	(150, 15946.0)	(160, 17135.0)	(170, 18367.0)	(180, 19581.0)	(190, 20830.0)	(200, 22486.0)	(210, 23566.0)	(220, 24742.0)	(230, 25530.0)	(240, 26275.0)	(250, 26499.0)	(260, 26264.0)	(270, 25883.0)	(280, 24921.0)	(290, 41518.0)	(300, 306466.0)
SRR27013330_1	(30, 3282.0)	(40, 9076.0)	(50, 10032.0)	(60, 10616.0)	(70, 10927.0)	(80, 11044.0)	(90, 11095.0)	(100, 11414.0)	(110, 11868.0)	(120, 12018.0)	(130, 12747.0)	(140, 13191.0)	(150, 14366.0)	(160, 15372.0)	(170, 16349.0)	(180, 17766.0)	(190, 18813.0)	(200, 20503.0)	(210, 21669.0)	(220, 22795.0)	(230, 24091.0)	(240, 24761.0)	(250, 25559.0)	(260, 25777.0)	(270, 25944.0)	(280, 25774.0)	(290, 52720.0)	(300, 374447.0)
SRR27013330_2	(30, 3281.0)	(40, 9106.0)	(50, 10059.0)	(60, 10667.0)	(70, 10980.0)	(80, 11112.0)	(90, 11199.0)	(100, 11529.0)	(110, 11983.0)	(120, 12181.0)	(130, 12909.0)	(140, 13360.0)	(150, 14523.0)	(160, 15556.0)	(170, 16510.0)	(180, 17948.0)	(190, 18996.0)	(200, 20624.0)	(210, 21809.0)	(220, 22904.0)	(230, 24143.0)	(240, 24749.0)	(250, 25514.0)	(260, 25572.0)	(270, 25514.0)	(280, 25173.0)	(290, 46667.0)	(300, 379448.0)
SRR27013331_1	(30, 3949.0)	(40, 10382.0)	(50, 11739.0)	(60, 12128.0)	(70, 12210.0)	(80, 12365.0)	(90, 12358.0)	(100, 12657.0)	(110, 12895.0)	(120, 13276.0)	(130, 13749.0)	(140, 14524.0)	(150, 15759.0)	(160, 16542.0)	(170, 17951.0)	(180, 18859.0)	(190, 20366.0)	(200, 21766.0)	(210, 23373.0)	(220, 24707.0)	(230, 25509.0)	(240, 26508.0)	(250, 26715.0)	(260, 27163.0)	(270, 27046.0)	(280, 26470.0)	(290, 53236.0)	(300, 373370.0)
SRR27013331_2	(30, 3952.0)	(40, 10378.0)	(50, 11743.0)	(60, 12145.0)	(70, 12250.0)	(80, 12408.0)	(90, 12426.0)	(100, 12730.0)	(110, 12968.0)	(120, 13371.0)	(130, 13850.0)	(140, 14618.0)	(150, 15846.0)	(160, 16578.0)	(170, 18037.0)	(180, 18940.0)	(190, 20463.0)	(200, 21807.0)	(210, 23373.0)	(220, 24673.0)	(230, 25456.0)	(240, 26443.0)	(250, 26644.0)	(260, 26835.0)	(270, 26575.0)	(280, 25786.0)	(290, 47126.0)	(300, 380151.0)
SRR27013332_1	(30, 3198.0)	(40, 9358.0)	(50, 10553.0)	(60, 11006.0)	(70, 11160.0)	(80, 11441.0)	(90, 11356.0)	(100, 11685.0)	(110, 11943.0)	(120, 12219.0)	(130, 12630.0)	(140, 12955.0)	(150, 13830.0)	(160, 14593.0)	(170, 15523.0)	(180, 16717.0)	(190, 17812.0)	(200, 18996.0)	(210, 20120.0)	(220, 21277.0)	(230, 22236.0)	(240, 23231.0)	(250, 23582.0)	(260, 24029.0)	(270, 23959.0)	(280, 23579.0)	(290, 49998.0)	(300, 364920.0)
SRR27013332_2	(30, 3233.0)	(40, 9363.0)	(50, 10541.0)	(60, 10995.0)	(70, 11195.0)	(80, 11495.0)	(90, 11433.0)	(100, 11731.0)	(110, 11970.0)	(120, 12294.0)	(130, 12673.0)	(140, 13045.0)	(150, 13887.0)	(160, 14649.0)	(170, 15564.0)	(180, 16766.0)	(190, 17861.0)	(200, 19010.0)	(210, 20096.0)	(220, 21186.0)	(230, 22122.0)	(240, 23132.0)	(250, 23382.0)	(260, 23660.0)	(270, 23458.0)	(280, 22917.0)	(290, 44190.0)	(300, 372058.0)
SRR27013333_1	(30, 3059.0)	(40, 8285.0)	(50, 9484.0)	(60, 9984.0)	(70, 10300.0)	(80, 10419.0)	(90, 10680.0)	(100, 10770.0)	(110, 11357.0)	(120, 11887.0)	(130, 12330.0)	(140, 13232.0)	(150, 14547.0)	(160, 15302.0)	(170, 16711.0)	(180, 18230.0)	(190, 19695.0)	(200, 21586.0)	(210, 23729.0)	(220, 24927.0)	(230, 26275.0)	(240, 27305.0)	(250, 27800.0)	(260, 28130.0)	(270, 27928.0)	(280, 27684.0)	(290, 56306.0)	(300, 400414.0)
SRR27013333_2	(30, 3068.0)	(40, 8286.0)	(50, 9490.0)	(60, 9978.0)	(70, 10326.0)	(80, 10455.0)	(90, 10729.0)	(100, 10833.0)	(110, 11407.0)	(120, 11944.0)	(130, 12389.0)	(140, 13324.0)	(150, 14590.0)	(160, 15370.0)	(170, 16752.0)	(180, 18286.0)	(190, 19700.0)	(200, 21635.0)	(210, 23727.0)	(220, 24840.0)	(230, 26116.0)	(240, 27129.0)	(250, 27566.0)	(260, 27642.0)	(270, 27272.0)	(280, 26811.0)	(290, 49825.0)	(300, 408866.0)
SRR27013334_1	(30, 4996.0)	(40, 13411.0)	(50, 14649.0)	(60, 15292.0)	(70, 15331.0)	(80, 15566.0)	(90, 15739.0)	(100, 15656.0)	(110, 15829.0)	(120, 16276.0)	(130, 16958.0)	(140, 17947.0)	(150, 19141.0)	(160, 20450.0)	(170, 21842.0)	(180, 23528.0)	(190, 25343.0)	(200, 27380.0)	(210, 29334.0)	(220, 30741.0)	(230, 31940.0)	(240, 32940.0)	(250, 33546.0)	(260, 33855.0)	(270, 33427.0)	(280, 32239.0)	(290, 62841.0)	(300, 433400.0)
SRR27013334_2	(30, 4997.0)	(40, 13434.0)	(50, 14662.0)	(60, 15331.0)	(70, 15370.0)	(80, 15643.0)	(90, 15866.0)	(100, 15768.0)	(110, 15941.0)	(120, 16343.0)	(130, 17056.0)	(140, 18143.0)	(150, 19258.0)	(160, 20586.0)	(170, 22001.0)	(180, 23667.0)	(190, 25538.0)	(200, 27489.0)	(210, 29409.0)	(220, 30774.0)	(230, 32002.0)	(240, 32994.0)	(250, 33595.0)	(260, 33655.0)	(270, 33067.0)	(280, 31729.0)	(290, 55843.0)	(300, 439436.0)
SRR27013335_1	(30, 3743.0)	(40, 10103.0)	(50, 11231.0)	(60, 11766.0)	(70, 11957.0)	(80, 11832.0)	(90, 11893.0)	(100, 12037.0)	(110, 12348.0)	(120, 12704.0)	(130, 13068.0)	(140, 13556.0)	(150, 14715.0)	(160, 15687.0)	(170, 16752.0)	(180, 18042.0)	(190, 19706.0)	(200, 20869.0)	(210, 22634.0)	(220, 23561.0)	(230, 24326.0)	(240, 25553.0)	(250, 25906.0)	(260, 26048.0)	(270, 25905.0)	(280, 25235.0)	(290, 49864.0)	(300, 345997.0)
SRR27013335_2	(30, 3750.0)	(40, 10145.0)	(50, 11235.0)	(60, 11781.0)	(70, 11999.0)	(80, 11892.0)	(90, 11947.0)	(100, 12109.0)	(110, 12443.0)	(120, 12786.0)	(130, 13200.0)	(140, 13674.0)	(150, 14797.0)	(160, 15786.0)	(170, 16826.0)	(180, 18130.0)	(190, 19757.0)	(200, 21042.0)	(210, 22699.0)	(220, 23624.0)	(230, 24361.0)	(240, 25607.0)	(250, 25827.0)	(260, 25902.0)	(270, 25649.0)	(280, 24818.0)	(290, 44483.0)	(300, 350769.0)
SRR27013336_1	(30, 2819.0)	(40, 7945.0)	(50, 8959.0)	(60, 9241.0)	(70, 9663.0)	(80, 9732.0)	(90, 9881.0)	(100, 10037.0)	(110, 10343.0)	(120, 10890.0)	(130, 11491.0)	(140, 12171.0)	(150, 13190.0)	(160, 14020.0)	(170, 15218.0)	(180, 16192.0)	(190, 17720.0)	(200, 19175.0)	(210, 20753.0)	(220, 21760.0)	(230, 22894.0)	(240, 23799.0)	(250, 24559.0)	(260, 24911.0)	(270, 24559.0)	(280, 24413.0)	(290, 49354.0)	(300, 351347.0)
SRR27013336_2	(30, 2825.0)	(40, 7963.0)	(50, 8982.0)	(60, 9287.0)	(70, 9710.0)	(80, 9785.0)	(90, 9945.0)	(100, 10105.0)	(110, 10415.0)	(120, 10983.0)	(130, 11604.0)	(140, 12273.0)	(150, 13308.0)	(160, 14119.0)	(170, 15336.0)	(180, 16304.0)	(190, 17825.0)	(200, 19280.0)	(210, 20793.0)	(220, 21725.0)	(230, 22827.0)	(240, 23708.0)	(250, 24286.0)	(260, 24450.0)	(270, 23880.0)	(280, 23653.0)	(290, 43960.0)	(300, 357705.0)
SRR27013337_1	(30, 1668.0)	(40, 4911.0)	(50, 5617.0)	(60, 6109.0)	(70, 6391.0)	(80, 6419.0)	(90, 6563.0)	(100, 6955.0)	(110, 7248.0)	(120, 7730.0)	(130, 8263.0)	(140, 8477.0)	(150, 9245.0)	(160, 10051.0)	(170, 10898.0)	(180, 11847.0)	(190, 12595.0)	(200, 13533.0)	(210, 14322.0)	(220, 15456.0)	(230, 15817.0)	(240, 16611.0)	(250, 17117.0)	(260, 17618.0)	(270, 17725.0)	(280, 17660.0)	(290, 42311.0)	(300, 340441.0)
SRR27013337_2	(30, 1675.0)	(40, 4911.0)	(50, 5639.0)	(60, 6112.0)	(70, 6408.0)	(80, 6438.0)	(90, 6591.0)	(100, 6979.0)	(110, 7292.0)	(120, 7783.0)	(130, 8304.0)	(140, 8522.0)	(150, 9257.0)	(160, 10078.0)	(170, 10903.0)	(180, 11840.0)	(190, 12565.0)	(200, 13500.0)	(210, 14204.0)	(220, 15338.0)	(230, 15654.0)	(240, 16391.0)	(250, 16821.0)	(260, 17201.0)	(270, 17095.0)	(280, 16916.0)	(290, 36492.0)	(300, 348689.0)
SRR27013338_1	(30, 531.0)	(40, 1622.0)	(50, 1934.0)	(60, 2157.0)	(70, 2502.0)	(80, 2914.0)	(90, 3317.0)	(100, 3695.0)	(110, 4365.0)	(120, 5040.0)	(130, 5633.0)	(140, 6621.0)	(150, 7768.0)	(160, 8783.0)	(170, 9766.0)	(180, 11404.0)	(190, 12476.0)	(200, 13826.0)	(210, 14881.0)	(220, 15915.0)	(230, 16922.0)	(240, 17772.0)	(250, 18726.0)	(260, 19207.0)	(270, 19596.0)	(280, 20123.0)	(290, 45248.0)	(300, 353978.0)
SRR27013338_2	(30, 531.0)	(40, 1630.0)	(50, 1944.0)	(60, 2168.0)	(70, 2518.0)	(80, 2938.0)	(90, 3342.0)	(100, 3723.0)	(110, 4399.0)	(120, 5074.0)	(130, 5679.0)	(140, 6671.0)	(150, 7838.0)	(160, 8861.0)	(170, 9833.0)	(180, 11490.0)	(190, 12588.0)	(200, 13938.0)	(210, 14966.0)	(220, 16041.0)	(230, 17067.0)	(240, 17947.0)	(250, 18826.0)	(260, 19248.0)	(270, 19662.0)	(280, 20038.0)	(290, 41201.0)	(300, 356561.0)
SRR27013339_1	(30, 2245.0)	(40, 5847.0)	(50, 6526.0)	(60, 6974.0)	(70, 7137.0)	(80, 7172.0)	(90, 7360.0)	(100, 7546.0)	(110, 7794.0)	(120, 8349.0)	(130, 8555.0)	(140, 9134.0)	(150, 9847.0)	(160, 10447.0)	(170, 11265.0)	(180, 12033.0)	(190, 12953.0)	(200, 14161.0)	(210, 15438.0)	(220, 16324.0)	(230, 17329.0)	(240, 18478.0)	(250, 19656.0)	(260, 20241.0)	(270, 21101.0)	(280, 21519.0)	(290, 49008.0)	(300, 351955.0)
SRR27013339_2	(30, 2228.0)	(40, 5858.0)	(50, 6510.0)	(60, 6970.0)	(70, 7132.0)	(80, 7152.0)	(90, 7358.0)	(100, 7536.0)	(110, 7762.0)	(120, 8315.0)	(130, 8496.0)	(140, 9061.0)	(150, 9746.0)	(160, 10347.0)	(170, 11173.0)	(180, 11893.0)	(190, 12770.0)	(200, 13992.0)	(210, 15205.0)	(220, 16060.0)	(230, 16986.0)	(240, 18052.0)	(250, 19013.0)	(260, 19529.0)	(270, 20159.0)	(280, 20503.0)	(290, 42808.0)	(300, 363780.0)
SRR27013340_1	(30, 258.0)	(40, 737.0)	(50, 876.0)	(60, 963.0)	(70, 1131.0)	(80, 1274.0)	(90, 1489.0)	(100, 1705.0)	(110, 1859.0)	(120, 2284.0)	(130, 2772.0)	(140, 3250.0)	(150, 3894.0)	(160, 4691.0)	(170, 5453.0)	(180, 6274.0)	(190, 7361.0)	(200, 8757.0)	(210, 9945.0)	(220, 10947.0)	(230, 11952.0)	(240, 13066.0)	(250, 14093.0)	(260, 15478.0)	(270, 16224.0)	(280, 16885.0)	(290, 46493.0)	(300, 391578.0)
SRR27013340_2	(30, 258.0)	(40, 733.0)	(50, 871.0)	(60, 960.0)	(70, 1137.0)	(80, 1282.0)	(90, 1488.0)	(100, 1707.0)	(110, 1872.0)	(120, 2297.0)	(130, 2786.0)	(140, 3275.0)	(150, 3920.0)	(160, 4703.0)	(170, 5489.0)	(180, 6322.0)	(190, 7419.0)	(200, 8795.0)	(210, 10006.0)	(220, 11034.0)	(230, 12078.0)	(240, 13207.0)	(250, 14160.0)	(260, 15637.0)	(270, 16337.0)	(280, 16913.0)	(290, 42142.0)	(300, 394861.0)
SRR27013341_1	(30, 5456.0)	(40, 14681.0)	(50, 16745.0)	(60, 17510.0)	(70, 17631.0)	(80, 17706.0)	(90, 17727.0)	(100, 17879.0)	(110, 18565.0)	(120, 18767.0)	(130, 19722.0)	(140, 20208.0)	(150, 21675.0)	(160, 22970.0)	(170, 24330.0)	(180, 26025.0)	(190, 27725.0)	(200, 29909.0)	(210, 31607.0)	(220, 32769.0)	(230, 34175.0)	(240, 35206.0)	(250, 35955.0)	(260, 35374.0)	(270, 34624.0)	(280, 33732.0)	(290, 62125.0)	(300, 406078.0)
SRR27013341_2	(30, 5488.0)	(40, 14752.0)	(50, 16834.0)	(60, 17596.0)	(70, 17709.0)	(80, 17795.0)	(90, 17857.0)	(100, 18029.0)	(110, 18678.0)	(120, 18887.0)	(130, 19845.0)	(140, 20294.0)	(150, 21816.0)	(160, 23089.0)	(170, 24452.0)	(180, 26144.0)	(190, 27861.0)	(200, 30016.0)	(210, 31728.0)	(220, 32890.0)	(230, 34260.0)	(240, 35304.0)	(250, 35888.0)	(260, 35291.0)	(270, 34460.0)	(280, 33444.0)	(290, 56597.0)	(300, 409872.0)
SRR27013342_1	(30, 2880.0)	(40, 8234.0)	(50, 9459.0)	(60, 10012.0)	(70, 10342.0)	(80, 10836.0)	(90, 11147.0)	(100, 11426.0)	(110, 11914.0)	(120, 12064.0)	(130, 12799.0)	(140, 13325.0)	(150, 14400.0)	(160, 15385.0)	(170, 16344.0)	(180, 17285.0)	(190, 18988.0)	(200, 19797.0)	(210, 21086.0)	(220, 22089.0)	(230, 22994.0)	(240, 24101.0)	(250, 24648.0)	(260, 25338.0)	(270, 25259.0)	(280, 25181.0)	(290, 53825.0)	(300, 397828.0)
SRR27013342_2	(30, 2899.0)	(40, 8278.0)	(50, 9516.0)	(60, 10073.0)	(70, 10418.0)	(80, 10917.0)	(90, 11233.0)	(100, 11469.0)	(110, 11962.0)	(120, 12137.0)	(130, 12884.0)	(140, 13413.0)	(150, 14456.0)	(160, 15456.0)	(170, 16435.0)	(180, 17353.0)	(190, 19087.0)	(200, 19864.0)	(210, 21114.0)	(220, 22122.0)	(230, 23038.0)	(240, 24111.0)	(250, 24562.0)	(260, 25171.0)	(270, 24979.0)	(280, 24819.0)	(290, 49214.0)	(300, 402006.0)
SRR27013343_1	(30, 6227.0)	(40, 17784.0)	(50, 19645.0)	(60, 20514.0)	(70, 20733.0)	(80, 20191.0)	(90, 20724.0)	(100, 20544.0)	(110, 20594.0)	(120, 20750.0)	(130, 20939.0)	(140, 20882.0)	(150, 21897.0)	(160, 22314.0)	(170, 23161.0)	(180, 24210.0)	(190, 25119.0)	(200, 25469.0)	(210, 26448.0)	(220, 27361.0)	(230, 27428.0)	(240, 27877.0)	(250, 28237.0)	(260, 28839.0)	(270, 27733.0)	(280, 27201.0)	(290, 54831.0)	(300, 389446.0)
SRR27013343_2	(30, 6266.0)	(40, 17871.0)	(50, 19737.0)	(60, 20635.0)	(70, 20849.0)	(80, 20319.0)	(90, 20875.0)	(100, 20678.0)	(110, 20724.0)	(120, 20857.0)	(130, 21071.0)	(140, 21001.0)	(150, 22020.0)	(160, 22444.0)	(170, 23268.0)	(180, 24347.0)	(190, 25240.0)	(200, 25553.0)	(210, 26478.0)	(220, 27402.0)	(230, 27471.0)	(240, 27877.0)	(250, 28138.0)	(260, 28655.0)	(270, 27509.0)	(280, 26845.0)	(290, 50555.0)	(300, 392413.0)
